processed_text,label
another doctor appointment bums,1
think id die stwtweets went warped tour year think id cry,1
epic chip ever pulled lays chip bag,1
hardcore cleaningd wooo,1
takes bus driver minutes come pick school_ bitch please,1
good morning everyone go school today blah well nice dayd,1
like hide light section lowes dont judge,1
chloe_roknich tell itxd wan na pee,1
really hope go warped year fingerscrossed,1
chloe_roknich like whole bunch,1
dont know music pretty important life,1
chloe_roknich dont listen song ill explode,1
lives fairytale somewhere far us find forgotten taste smile world,1
last night friend posts picture hideous spider instagram said would lay eggs lungs,1
rich wage war poor die,1
love kinds bands singerhottest member love theyre amazing beautiful,1
doctors appointment get meds dont feel like crazy person,1
good morning hope gon na nice dayd,1
oh gosh fantastic new bands getting excitedd goodnight,1
stwtweets definitely willd,1
rt stwtweets aliciasherrelle could give us second time check us itd awesome wont disappoint,1
stwtweets oh gosh song amazingd,1
song thoughd love music video sws ptv,1
rt copequinn suspect want attention haters longer even recognized fun wasting time,1
arent purrdy,1
want favorite bands know youre special adore youre musicd gives much hope,1
im jamming favorite bands thinking meanings life sws aa omampm ptv adtr bvb bmth fir,1
a__twat voiced opinion well dont like say suggest either dont respond suck,1
a__twat would hate someone im pretty sure didnt anything,1
good morning beautiful day,1
goodnight twitter love alllt sweet dreams,1
chloe_roknich im really excited summer miss friends youre greatest friend love much,1
a__twat tbh kellin isnt really hot uhmm one asked you_,1
unhealthy obsession told well favorite wizard harry potter bellatrix lestrange,1
unhealthy obsession harry potter dont judge okay,1
chloe_roknichpsh know,1
chloe_roknich tryed pretty dresses,1
yes yes afuckinga benafuckinga thedannyworsnop jamesafuckinga samafuckinga camafuckinga,1
chloe_roknich definitely sylvester yayo swag,1
chloe_roknich good morning friendd would like coffee,1
good morningd woke im ready amazing day sunny coffe sohappy,1
good night twitter goodnight sleep sotired,1
speaking believeable britsh accent britishaccent lovely,1
chloe_roknich whatever,1
chloe_roknich ill like lot,1
chloe_roknich ooooo im telling,1
im going away ill back dont try follow cause ill return soon possible paramore misguidedghosts,1
chloe_roknich ill throw youre cookies away,1
chloe_roknich youre tweet,1
chloe_roknich oh snip,1
im staring chloe_roknich,1
chloe_roknich liesc,1
love lady chloe_roknich,1
love lady chloe_roknich,1
benbuckwalter diagnosed depression anxiety admitted mental hospital last year,1
rt jeyyounit retweet dm like magic,1
rt officialbradlee rt notifications sexy selfie dm ill checking,1
jordansweeto hope whatever bothering gets solved love keep chin smile smiles look adorable,1
benbuckwalter would,1
benbuckwalter feel like wont ever happen dont deserve,1
bryanstars love youre amazing youre important person life even dont know personally,1
benbuckwalter volunteer,1
im getting tired shit fuck,1
deefizzy youre amazing obnoxious makes much amazing love keep head,1
stevoptweets congrats inspiration people ten years youre awesome potato keep makes happy love,1
benbuckwalter people tend ask miss someone dont know reply miss make feel make happy,1
benbuckwalter noticed makes feel special,1
benbuckwalter im,1
benbuckwalter love much youre amazing hope everything going perfectly life amazing smile happy,1
benbuckwalter miss tweets understand probably busynor something miss tweets snaps come back soon,1
heythereimshan love,1
stevoptweets youre amazing tweets make happy videos always support decisions stuff love,1
stevoptweets replied im fan busy thats understandable people ignorant ignore lov happy amp smile,1
im average girl amazing music taste awesome hair jk suck fail life love whoever read,1
stevoptweets dunno dont see anything good im average person average music taste,1
stevoptweets made night much better wish true,1
rt officialbradlee rt like cover ill follow dm love guys,1
benbuckwalter lot friends done barely trust anyone anymore would love friends thougj,1
benbuckwalter would love cuddle,1
rt bryanstars hey everyone posted new warped tour vlog invade chicago try stalk never shout never enjoy,1
benbuckwalter honestly feel way right cant even explain sucks,1
johnnieguilbert im lazy teenager basically im im dull person lol youre amazing,1
benbuckwalter would love old fashioned dates best,1
heythereimshan dunno whats wrong want know love amp smile dont let assholes get please feel better,1
rt bryanstars hey guys posted new vanswarpedtour vlog featuring asking alexandria deefizzy jordan johnnie,1
announcement make pants created lucifer seriously though pants fucking suckampi hate never wan na wear,1
diegosaurs_ thats adorable would yeah cute,1
johnnieguilbert know feeling still cant sleep love hope get rest hon,1
jordansweeto currently fangirling hard right love much gah youre amazing,1
jordansweeto love much right kingdom hearts great game hikaru utada great singer,1
love october love scary movies halloween love autumn,1
want people listen care dont get one listens one cares want know love,1
kyledavidhall dont personally know put first youre amazing person deserve always put first love,1
kyledavidhall talk anytime c,1
lost mom deep depression march diagnosed pre,1
workout today heart rate monitor think flat lined acting lately thought,1
im body beast build chesttris team beachbodys supergym join go,1
im insanity max cardio challenge team beachbodys supergym join go,1
starting fitness healthy living journey train body,1
morning motivation,1
mind game society see beautiful skinny people screen,1
great workout get heart pumping tackle hours work happy saturday max,1
im body beast lucky team beachbodys supergym join go,1
im insanity max tabata strength team beachbodys supergym join go,1
baby cold outside princess warm toasty furbaby,1
kids healthy breakfast princess trying sneaky hoping one drops notsohealthy,1
proven fact get fitness workout eatclean healthylife beawesome,1
careful hit gym today dont make eye contact fitness workout healthylife funny,1
happy valentines day valentine scrooge dont eat much candy today,1
morning motivation,1
rt inspire_us isnt sufficient want youve got ask going get things want richar,1
watch ladies hes mac daddy mybaby lovehim,1
life shes good girl def daddys girl queenannie,1
man star weekend support dunk contest donating money cancer,1
korie mike timehop,1
ever wish could go back time last time mom good time,1
valentines weekend getting give gift love health fitness get,1
valentine thekingbub mybaby truelove,1
remember rome wasnt built day fitness focus healthylife getfitandhealthy,1
ok share well love hot ass man started listening,1
friday fitness funny fitness funny getfitandhealthy,1
remember feels shape tired next time dont feel like working eating,1
morning motivation,1
today scheduled rest day long day needed little stress reliever made,1
say dont time workout say time anyone work hours,1
morning motivation,1
great workout today great sweat get sweat happy hump day max imaxedout,1
enjoying tropical flavor today dreary cold day strawberry shakeology mango oj,1
go,1
im insanity max sweat intervals team beachbodys supergym join go,1
want get amazing results days great workouts structured eating plan,1
morning motivation,1
learn true value fit healthy increases energy sleep better mental,1
pretty queen,1
great workout today get sweat max maxedout fitness workout pushplay,1
im insanity max tabata strength team beachbodys supergym join go,1
refresh done lost lbs inch half waist better yet feel amazing,1
fitbit fitstats_en_us steps miles traveled,1
two tuesday motivation,1
morning motivation,1
refresh complete cant wait see results tomorrow morning refresh detox loseweight healthylife,1
good health starts inside without good mental health cant truly enjoy reward,1
